job,trace,sha256,episodes
position_y0_3_t4_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_3_t4_first__libero_object_temp__task4__init1__first__l0p0__query_traces.parquet,aa784c74a0cb2aacc03cbd49c9ef04e0589640d97c0588d62c588f3daa3f5b85,1
position_y0_3_t4_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_3_t4_max_value__libero_object_temp__task4__init1__max_value__l0p0__query_traces.parquet,6b3a958a2c8bee1f8f7ccadcf4867d7caefa0ccec2daf83d786b55e5a4c405a7,1
position_y0_3_t4_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_3_t4_winner__libero_object_temp__task4__init1__trajectory_medoid__l1p0__query_traces.parquet,09fd416420834acdc3714139326bf49d489282786a11d4b2b24d7290e2be2d70,1
position_y0_3_t5_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_3_t5_first__libero_object_temp__task5__init1__first__l0p0__query_traces.parquet,ace516bc720feea2d788c9393fb77f13d5096e91c6123b298ed70c75d03c26aa,1
position_y0_3_t5_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_3_t5_max_value__libero_object_temp__task5__init1__max_value__l0p0__query_traces.parquet,9eca10a51488718fa309123b6a2a1031ee6dc4cad8c1b7be603eb7789e5ecc1a,1
position_y0_3_t5_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_3_t5_winner__libero_object_temp__task5__init1__trajectory_medoid__l1p0__query_traces.parquet,af619c89f3258a5ee3a6388952c584290e7676ed261e7b20277afed222b0f275,1
position_y0_3_t6_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_3_t6_first__libero_object_temp__task6__init1__first__l0p0__query_traces.parquet,3954ebfc23cc5441059fd8ff6408cf0461eb54e904e43baebe96c32a0e47f7d8,1
position_y0_3_t6_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_3_t6_max_value__libero_object_temp__task6__init1__max_value__l0p0__query_traces.parquet,1d79b18f3f5dbcf5382a1919f898ab8a615545a5cf8e6eb4b67ec771646413b6,1
position_y0_3_t6_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_3_t6_winner__libero_object_temp__task6__init1__trajectory_medoid__l1p0__query_traces.parquet,1f17af79c6788f1d1c1479e2cd59c0ee192cb9485e279f0877373c12feab4933,1
position_y0_3_t7_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_3_t7_first__libero_object_temp__task7__init1__first__l0p0__query_traces.parquet,12dde25302729fad9829aa5eda8b21a93f016e64409e0bdd508985b6ebdcfe36,1
position_y0_3_t7_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_3_t7_max_value__libero_object_temp__task7__init1__max_value__l0p0__query_traces.parquet,7aa7209077f8eb34cff0688a7f18841e84b2b3af601c360e4ea27c91a22a2ec0,1
position_y0_3_t7_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_3_t7_winner__libero_object_temp__task7__init1__trajectory_medoid__l1p0__query_traces.parquet,93156b727c3f34293b573bdce70b01559087c1226d4059143c0ca177d901d7f0,1
position_y0_3_t8_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_3_t8_first__libero_object_temp__task8__init1__first__l0p0__query_traces.parquet,a4d118314fee0b48f55ccf26c9ae1c34c45cfc33b9db1ead88e7dd518138dd2c,1
position_y0_3_t8_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_3_t8_max_value__libero_object_temp__task8__init1__max_value__l0p0__query_traces.parquet,5923cc141e6864feef233164cff0b1280d527cc01071926ce32f38aabbf3dbf6,1
position_y0_3_t8_winner,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_3_t8_winner__libero_object_temp__task8__init1__trajectory_medoid__l1p0__query_traces.parquet,49a596acdef946a5cc50038ae6f8a3b7e4be0c5aa83bbdcdc693d901e44ba23b,1
position_y0_3_t9_first,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_3_t9_first__libero_object_temp__task9__init1__first__l0p0__query_traces.parquet,bfcb235b2e198c85b6c648f9abd87849a73ec6c066d8872313f1455492c57d82,1
position_y0_3_t9_max_value,/home/jovyan/shares/SR006.nfs2/spiridonov/malnev_world_model/YSDA_WORD_MODELS_PP/experiments/campaigns/trajectory_consensus_20260908_compact/runs/trajectory_consensus_20260908_compact__position_y0_3_t9_max_value__libero_object_temp__task9__init1__max_value__l0p0__query_traces.parquet,da308b73bf8e81bc0b12e72a0588fe3eb3b88fccf1da2481ac45e49908413fc4,1
